Country,Region,City,Product Name,Product Price,Material Code,Material Quantity,Material Unit Cost,Material Shipping Cost
Italy,Ravenna,Castel Bolognese,Product_44,75.41,MAT_046,17,5.85,0.29
Italy,Ravenna,Castel Bolognese,Product_45,38.44,MAT_042,9,3.0,0.22
Italy,Ravenna,Castel Bolognese,Product_45,38.44,MAT_026,11,3.02,0.22
Italy,Ravenna,Castel Bolognese,Product_45,38.44,MAT_031,10,3.06,0.22
Italy,Ravenna,Castel Bolognese,Product_45,38.44,MAT_001,4,3.11,0.22
Italy,Ravenna,Castel Bolognese,Product_45,38.44,MAT_030,15,3.13,0.22
Italy,Ravenna,Castel Bolognese,Product_46,71.54,MAT_032,2,6.31,0.44
Italy,Ravenna,Castel Bolognese,Product_46,71.54,MAT_002,13,6.64,0.44
Italy,Ravenna,Castel Bolognese,Product_46,71.54,MAT_026,4,6.69,0.44
Italy,Ravenna,Castel Bolognese,Product_46,71.54,MAT_049,18,6.36,0.44
Italy,Ravenna,Castel Bolognese,Product_46,71.54,MAT_050,12,6.53,0.44
Italy,Ravenna,Castel Bolognese,Product_46,71.54,MAT_024,9,6.62,0.44
Italy,Ravenna,Castel Bolognese,Product_46,71.54,MAT_007,3,6.45,0.44
Italy,Ravenna,Castel Bolognese,Product_47,45.17,MAT_022,10,2.21,0.14
Italy,Ravenna,Castel Bolognese,Product_47,45.17,MAT_020,9,2.19,0.14
Italy,Ravenna,Castel Bolognese,Product_47,45.17,MAT_019,1,2.11,0.14
Italy,Ravenna,Castel Bolognese,Product_47,45.17,MAT_031,3,2.14,0.14
Italy,Ravenna,Castel Bolognese,Product_47,45.17,MAT_047,8,2.16,0.14
Italy,Ravenna,Castel Bolognese,Product_47,45.17,MAT_050,5,2.12,0.14
Italy,Ravenna,Castel Bolognese,Product_47,45.17,MAT_009,17,2.13,0.14
Italy,Ravenna,Castel Bolognese,Product_48,34.7,MAT_038,2,1.77,0.13
Italy,Ravenna,Castel Bolognese,Product_48,34.7,MAT_025,3,1.77,0.13
Italy,Ravenna,Castel Bolognese,Product_48,34.7,MAT_033,1,1.74,0.13
Italy,Ravenna,Castel Bolognese,Product_48,34.7,MAT_049,9,1.79,0.13
Italy,Ravenna,Castel Bolognese,Product_48,34.7,MAT_004,11,1.75,0.13
Italy,Ravenna,Castel Bolognese,Product_48,34.7,MAT_045,15,1.71,0.13
Italy,Ravenna,Castel Bolognese,Product_48,34.7,MAT_018,4,1.73,0.13
Italy,Ravenna,Castel Bolognese,Product_49,62.96,MAT_007,16,5.09,0.38
Italy,Ravenna,Castel Bolognese,Product_49,62.96,MAT_002,11,5.19,0.38
Italy,Ravenna,Castel Bolognese,Product_49,62.96,MAT_021,10,5.01,0.38
Italy,Ravenna,Castel Bolognese,Product_49,62.96,MAT_039,18,5.02,0.38
Italy,Ravenna,Castel Bolognese,Product_49,62.96,MAT_032,19,5.06,0.38
Italy,Ravenna,Castel Bolognese,Product_49,62.96,MAT_038,4,5.08,0.38
Italy,Ravenna,Castel Bolognese,Product_50,20.32,MAT_023,7,1.58,0.09
Italy,Ravenna,Castel Bolognese,Product_50,20.32,MAT_026,14,1.57,0.09
Italy,Ravenna,Castel Bolognese,Product_50,20.32,MAT_005,4,1.57,0.09
Italy,Ravenna,Castel Bolognese,Product_50,20.32,MAT_006,3,1.55,0.09
Italy,Ravenna,Castel Bolognese,Product_50,20.32,MAT_037,6,1.49,0.09
Italy,Ravenna,Castel Bolognese,Product_50,20.32,MAT_036,18,1.53,0.09
Italy,Ravenna,Castel Bolognese,Product_50,20.32,MAT_044,20,1.55,0.09
Italy,Ravenna,Castel Bolognese,Product_50,20.32,MAT_014,14,1.54,0.09
Italy,Ravenna,Brisighella,Product_1,60.06,MAT_007,18,7.29,0.7
Italy,Ravenna,Brisighella,Product_1,60.06,MAT_027,13,7.19,0.7
Italy,Ravenna,Brisighella,Product_1,60.06,MAT_044,13,7.37,0.7
Italy,Ravenna,Brisighella,Product_1,60.06,MAT_035,20,7.24,0.7
Italy,Ravenna,Brisighella,Product_1,60.06,MAT_008,15,7.11,0.7
Italy,Ravenna,Brisighella,Product_2,56.48,MAT_044,16,8.54,0.6
Italy,Ravenna,Brisighella,Product_2,56.48,MAT_026,15,8.65,0.6
Italy,Ravenna,Brisighella,Product_2,56.48,MAT_040,9,8.54,0.6
Italy,Ravenna,Brisighella,Product_2,56.48,MAT_010,20,8.62,0.6
Italy,Ravenna,Brisighella,Product_2,56.48,MAT_013,15,8.53,0.6
Italy,Ravenna,Brisighella,Product_2,56.48,MAT_007,8,8.73,0.6
Italy,Ravenna,Brisighella,Product_3,44.38,MAT_001,18,3.72,0.29
Italy,Ravenna,Brisighella,Product_3,44.38,MAT_022,17,3.75,0.29
Italy,Ravenna,Brisighella,Product_3,44.38,MAT_026,2,3.67,0.29
Italy,Ravenna,Brisighella,Product_3,44.38,MAT_046,5,3.62,0.29
Italy,Ravenna,Brisighella,Product_3,44.38,MAT_030,15,3.68,0.29
Italy,Ravenna,Brisighella,Product_4,74.64,MAT_030,1,9.2,0.56
Italy,Ravenna,Brisighella,Product_4,74.64,MAT_047,10,9.25,0.56
Italy,Ravenna,Brisighella,Product_4,74.64,MAT_013,18,9.42,0.56
Italy,Ravenna,Brisighella,Product_4,74.64,MAT_050,6,9.09,0.56
Italy,Ravenna,Brisighella,Product_4,74.64,MAT_049,14,9.06,0.56
Italy,Ravenna,Brisighella,Product_4,74.64,MAT_018,2,9.27,0.56
Italy,Ravenna,Brisighella,Product_5,44.95,MAT_035,13,4.85,0.34
Italy,Ravenna,Brisighella,Product_5,44.95,MAT_002,7,4.93,0.34
Italy,Ravenna,Brisighella,Product_5,44.95,MAT_031,3,4.92,0.34
Italy,Ravenna,Brisighella,Product_5,44.95,MAT_012,13,4.91,0.34
Italy,Ravenna,Brisighella,Product_5,44.95,MAT_038,12,4.8,0.34
Italy,Ravenna,Brisighella,Product_5,44.95,MAT_049,2,4.77,0.34
Italy,Ravenna,Brisighella,Product_5,44.95,MAT_010,3,4.93,0.34
Italy,Ravenna,Brisighella,Product_5,44.95,MAT_026,10,5.03,0.34
Italy,Ravenna,Brisighella,Product_6,90.87,MAT_049,19,10.52,0.84
Italy,Ravenna,Brisighella,Product_6,90.87,MAT_021,20,10.82,0.84
Italy,Ravenna,Brisighella,Product_6,90.87,MAT_041,10,10.9,0.84
Italy,Ravenna,Brisighella,Product_6,90.87,MAT_019,14,10.73,0.84
Italy,Ravenna,Brisighella,Product_6,90.87,MAT_033,18,10.44,0.84
Italy,Ravenna,Brisighella,Product_6,90.87,MAT_024,18,10.55,0.84
Italy,Ravenna,Brisighella,Product_6,90.87,MAT_018,15,10.77,0.84
Italy,Ravenna,Brisighella,Product_6,90.87,MAT_048,16,10.55,0.84
Italy,Ravenna,Brisighella,Product_7,26.64,MAT_026,16,1.67,0.16
Italy,Ravenna,Brisighella,Product_7,26.64,MAT_001,6,1.68,0.16
Italy,Ravenna,Brisighella,Product_7,26.64,MAT_035,8,1.7,0.16
Italy,Ravenna,Brisighella,Product_7,26.64,MAT_042,9,1.7,0.16
Italy,Ravenna,Brisighella,Product_7,26.64,MAT_037,5,1.64,0.16
Italy,Ravenna,Brisighella,Product_7,26.64,MAT_018,1,1.63,0.16
Italy,Ravenna,Brisighella,Product_8,96.64,MAT_020,4,13.63,1.11
Italy,Ravenna,Brisighella,Product_8,96.64,MAT_028,2,13.88,1.11
Italy,Ravenna,Brisighella,Product_8,96.64,MAT_045,5,13.23,1.11
Italy,Ravenna,Brisighella,Product_8,96.64,MAT_019,5,13.88,1.11
Italy,Ravenna,Brisighella,Product_8,96.64,MAT_016,1,13.58,1.11
Italy,Ravenna,Brisighella,Product_8,96.64,MAT_050,18,13.45,1.11
Italy,Ravenna,Brisighella,Product_9,86.0,MAT_032,2,6.14,0.32
Italy,Ravenna,Brisighella,Product_9,86.0,MAT_037,16,6.3,0.32
Italy,Ravenna,Brisighella,Product_9,86.0,MAT_025,17,6.42,0.32
Italy,Ravenna,Brisighella,Product_9,86.0,MAT_040,17,6.24,0.32
Italy,Ravenna,Brisighella,Product_9,86.0,MAT_003,16,6.17,0.32
Italy,Ravenna,Brisighella,Product_9,86.0,MAT_023,8,6.51,0.32
Italy,Ravenna,Brisighella,Product_9,86.0,MAT_028,7,6.15,0.32
Italy,Ravenna,Brisighella,Product_9,86.0,MAT_019,14,6.18,0.32
Italy,Ravenna,Brisighella,Product_10,26.88,MAT_019,10,4.71,0.27
Italy,Ravenna,Brisighella,Product_10,26.88,MAT_009,6,4.92,0.27
Italy,Ravenna,Brisighella,Product_10,26.88,MAT_015,19,4.83,0.27
Italy,Ravenna,Brisighella,Product_10,26.88,MAT_010,19,4.96,0.27
Italy,Ravenna,Brisighella,Product_10,26.88,MAT_037,10,4.7,0.27
Italy,Ravenna,Brisighella,Product_11,53.94,MAT_007,4,6.85,0.62
Italy,Ravenna,Brisighella,Product_11,53.94,MAT_011,10,7.0,0.62
Italy,Ravenna,Brisighella,Product_11,53.94,MAT_020,19,6.77,0.62
Italy,Ravenna,Brisighella,Product_11,53.94,MAT_040,18,7.06,0.62
Italy,Ravenna,Brisighella,Product_11,53.94,MAT_021,13,6.83,0.62
Italy,Ravenna,Brisighella,Product_11,53.94,MAT_017,12,7.02,0.62
Italy,Ravenna,Brisighella,Product_11,53.94,MAT_025,7,6.75,0.62
Italy,Ravenna,Brisighella,Product_12,89.1,MAT_039,11,16.62,0.97
Italy,Ravenna,Brisighella,Product_12,89.1,MAT_004,20,16.32,0.97
Italy,Ravenna,Brisighella,Product_12,89.1,MAT_041,13,16.24,0.97
Italy,Ravenna,Brisighella,Product_12,89.1,MAT_003,8,16.88,0.97
Italy,Ravenna,Brisighella,Product_12,89.1,MAT_037,5,16.43,0.97
Italy,Ravenna,Brisighella,Product_13,91.62,MAT_022,13,7.87,0.58
Italy,Ravenna,Brisighella,Product_13,91.62,MAT_005,6,8.3,0.58
Italy,Ravenna,Brisighella,Product_13,91.62,MAT_003,8,7.85,0.58
Italy,Ravenna,Brisighella,Product_13,91.62,MAT_034,17,8.27,0.58
Italy,Ravenna,Brisighella,Product_13,91.62,MAT_002,15,7.98,0.58
Italy,Ravenna,Brisighella,Product_13,91.62,MAT_008,5,8.14,0.58
Italy,Ravenna,Brisighella,Product_14,23.24,MAT_050,13,2.52,0.22
Italy,Ravenna,Brisighella,Product_14,23.24,MAT_041,11,2.52,0.22
Italy,Ravenna,Brisighella,Product_14,23.24,MAT_017,6,2.5,0.22
Italy,Ravenna,Brisighella,Product_14,23.24,MAT_025,17,2.41,0.22
Italy,Ravenna,Brisighella,Product_14,23.24,MAT_019,9,2.42,0.22
Italy,Ravenna,Brisighella,Product_14,23.24,MAT_003,11,2.49,0.22
Italy,Ravenna,Brisighella,Product_14,23.24,MAT_006,13,2.49,0.22
Italy,Ravenna,Brisighella,Product_14,23.24,MAT_035,14,2.53,0.22
Italy,Ravenna,Brisighella,Product_15,41.27,MAT_016,17,4.36,0.25
Italy,Ravenna,Brisighella,Product_15,41.27,MAT_027,12,4.5,0.25
Italy,Ravenna,Brisighella,Product_15,41.27,MAT_004,13,4.59,0.25
Italy,Ravenna,Brisighella,Product_15,41.27,MAT_046,2,4.44,0.25
Italy,Ravenna,Brisighella,Product_15,41.27,MAT_048,9,4.41,0.25
Italy,Ravenna,Brisighella,Product_16,66.27,MAT_001,20,5.93,0.33
Italy,Ravenna,Brisighella,Product_16,66.27,MAT_029,15,5.84,0.33
Italy,Ravenna,Brisighella,Product_16,66.27,MAT_026,6,5.99,0.33
Italy,Ravenna,Brisighella,Product_16,66.27,MAT_005,3,5.77,0.33
Italy,Ravenna,Brisighella,Product_16,66.27,MAT_031,2,5.96,0.33
Italy,Ravenna,Brisighella,Product_16,66.27,MAT_007,6,5.76,0.33
Italy,Ravenna,Brisighella,Product_16,66.27,MAT_032,7,5.84,0.33
Italy,Ravenna,Brisighella,Product_17,37.1,MAT_035,13,3.99,0.2
Italy,Ravenna,Brisighella,Product_17,37.1,MAT_023,8,3.82,0.2
Italy,Ravenna,Brisighella,Product_17,37.1,MAT_045,6,3.93,0.2
Italy,Ravenna,Brisighella,Product_17,37.1,MAT_020,6,3.97,0.2
Italy,Ravenna,Brisighella,Product_17,37.1,MAT_010,11,3.86,0.2
Italy,Ravenna,Brisighella,Product_17,37.1,MAT_042,15,3.94,0.2
Italy,Ravenna,Brisighella,Product_18,98.36,MAT_012,20,9.79,0.52
Italy,Ravenna,Brisighella,Product_18,98.36,MAT_015,16,9.72,0.52
Italy,Ravenna,Brisighella,Product_18,98.36,MAT_035,6,9.75,0.52
Italy,Ravenna,Brisighella,Product_18,98.36,MAT_038,4,9.88,0.52
Italy,Ravenna,Brisighella,Product_18,98.36,MAT_037,18,9.63,0.52
Italy,Ravenna,Brisighella,Product_18,98.36,MAT_008,16,9.7,0.52
Italy,Ravenna,Brisighella,Product_18,98.36,MAT_017,2,9.92,0.52
Italy,Ravenna,Brisighella,Product_19,89.96,MAT_016,20,7.0,0.5
Italy,Ravenna,Brisighella,Product_19,89.96,MAT_028,11,7.12,0.5
Italy,Ravenna,Brisighella,Product_19,89.96,MAT_005,11,7.21,0.5
Italy,Ravenna,Brisighella,Product_19,89.96,MAT_036,6,6.9,0.5
Italy,Ravenna,Brisighella,Product_19,89.96,MAT_049,12,6.97,0.5
Italy,Ravenna,Brisighella,Product_19,89.96,MAT_040,9,7.14,0.5
Italy,Ravenna,Brisighella,Product_19,89.96,MAT_033,14,7.06,0.5
Italy,Ravenna,Brisighella,Product_19,89.96,MAT_044,20,7.03,0.5
Italy,Ravenna,Brisighella,Product_20,70.32,MAT_004,5,9.22,0.57
Italy,Ravenna,Brisighella,Product_20,70.32,MAT_048,6,8.87,0.57
Italy,Ravenna,Brisighella,Product_20,70.32,MAT_027,16,9.2,0.57
Italy,Ravenna,Brisighella,Product_20,70.32,MAT_007,17,8.9,0.57
Italy,Ravenna,Brisighella,Product_20,70.32,MAT_018,10,9.03,0.57
Italy,Ravenna,Brisighella,Product_20,70.32,MAT_039,10,9.28,0.57
Italy,Ravenna,Brisighella,Product_20,70.32,MAT_014,10,9.03,0.57
Italy,Ravenna,Brisighella,Product_21,62.37,MAT_021,18,3.21,0.25
Italy,Ravenna,Brisighella,Product_21,62.37,MAT_005,9,3.15,0.25
Italy,Ravenna,Brisighella,Product_21,62.37,MAT_002,4,3.12,0.25
Italy,Ravenna,Brisighella,Product_21,62.37,MAT_025,9,3.14,0.25
Italy,Ravenna,Brisighella,Product_21,62.37,MAT_042,1,3.25,0.25
Italy,Ravenna,Brisighella,Product_21,62.37,MAT_043,6,3.16,0.25
Italy,Ravenna,Brisighella,Product_21,62.37,MAT_010,16,3.23,0.25
Italy,Ravenna,Brisighella,Product_22,29.6,MAT_013,4,2.85,0.22
Italy,Ravenna,Brisighella,Product_22,29.6,MAT_012,10,2.89,0.22
Italy,Ravenna,Brisighella,Product_22,29.6,MAT_043,19,2.8,0.22
Italy,Ravenna,Brisighella,Product_22,29.6,MAT_040,20,2.85,0.22
Italy,Ravenna,Brisighella,Product_22,29.6,MAT_039,13,2.82,0.22
Italy,Ravenna,Brisighella,Product_22,29.6,MAT_047,11,2.81,0.22
Italy,Ravenna,Brisighella,Product_23,90.76,MAT_050,14,5.3,0.41
Italy,Ravenna,Brisighella,Product_23,90.76,MAT_031,18,5.5,0.41
Italy,Ravenna,Brisighella,Product_23,90.76,MAT_040,6,5.22,0.41
Italy,Ravenna,Brisighella,Product_23,90.76,MAT_008,10,5.48,0.41
Italy,Ravenna,Brisighella,Product_23,90.76,MAT_022,11,5.22,0.41
Italy,Ravenna,Brisighella,Product_23,90.76,MAT_021,15,5.36,0.41
Italy,Ravenna,Brisighella,Product_23,90.76,MAT_043,3,5.49,0.41
Italy,Ravenna,Brisighella,Product_23,90.76,MAT_028,17,5.43,0.41
Italy,Ravenna,Brisighella,Product_24,48.59,MAT_038,14,2.31,0.2
Italy,Ravenna,Brisighella,Product_24,48.59,MAT_002,5,2.33,0.2
Italy,Ravenna,Brisighella,Product_24,48.59,MAT_032,4,2.32,0.2
Italy,Ravenna,Brisighella,Product_24,48.59,MAT_018,15,2.34,0.2
Italy,Ravenna,Brisighella,Product_24,48.59,MAT_020,18,2.36,0.2
Italy,Ravenna,Brisighella,Product_24,48.59,MAT_014,14,2.29,0.2
Italy,Ravenna,Brisighella,Product_24,48.59,MAT_012,18,2.33,0.2
Italy,Ravenna,Brisighella,Product_24,48.59,MAT_016,13,2.3,0.2
Italy,Ravenna,Brisighella,Product_25,73.79,MAT_022,10,6.34,0.63
Italy,Ravenna,Brisighella,Product_25,73.79,MAT_010,2,6.37,0.63
Italy,Ravenna,Brisighella,Product_25,73.79,MAT_019,17,6.43,0.63
Italy,Ravenna,Brisighella,Product_25,73.79,MAT_043,18,6.46,0.63
Italy,Ravenna,Brisighella,Product_25,73.79,MAT_027,15,6.34,0.63
Italy,Ravenna,Brisighella,Product_25,73.79,MAT_011,13,6.31,0.63
Italy,Ravenna,Brisighella,Product_25,73.79,MAT_044,10,6.19,0.62
Italy,Ravenna,Brisighella,Product_25,73.79,MAT_034,9,6.32,0.63
Italy,Ravenna,Brisighella,Product_26,92.04,MAT_026,2,8.24,0.42
Italy,Ravenna,Brisighella,Product_26,92.04,MAT_039,20,8.05,0.42
Italy,Ravenna,Brisighella,Product_26,92.04,MAT_022,14,8.18,0.42
Italy,Ravenna,Brisighella,Product_26,92.04,MAT_047,13,8.18,0.42
Italy,Ravenna,Brisighella,Product_26,92.04,MAT_007,4,7.92,0.42
Italy,Ravenna,Brisighella,Product_27,64.88,MAT_041,18,5.93,0.31
Italy,Ravenna,Brisighella,Product_27,64.88,MAT_017,18,6.08,0.31
Italy,Ravenna,Brisighella,Product_27,64.88,MAT_043,17,5.83,0.31
Italy,Ravenna,Brisighella,Product_27,64.88,MAT_040,1,5.79,0.31
Italy,Ravenna,Brisighella,Product_27,64.88,MAT_027,15,6.01,0.31
Italy,Ravenna,Brisighella,Product_27,64.88,MAT_008,2,6.1,0.31
Italy,Ravenna,Brisighella,Product_27,64.88,MAT_034,17,6.03,0.31
Italy,Ravenna,Brisighella,Product_27,64.88,MAT_002,5,5.81,0.31
Italy,Ravenna,Brisighella,Product_28,66.5,MAT_002,14,8.65,0.7
Italy,Ravenna,Brisighella,Product_28,66.5,MAT_009,12,8.84,0.7
Italy,Ravenna,Brisighella,Product_28,66.5,MAT_048,7,8.6,0.7
Italy,Ravenna,Brisighella,Product_28,66.5,MAT_040,10,8.5,0.7
Italy,Ravenna,Brisighella,Product_28,66.5,MAT_043,5,8.39,0.7
Italy,Ravenna,Brisighella,Product_28,66.5,MAT_006,13,8.39,0.7
Italy,Ravenna,Brisighella,Product_28,66.5,MAT_021,19,8.43,0.7
Italy,Ravenna,Brisighella,Product_29,32.3,MAT_012,3,2.52,0.23
Italy,Ravenna,Brisighella,Product_29,32.3,MAT_021,13,2.53,0.23
Italy,Ravenna,Brisighella,Product_29,32.3,MAT_005,12,2.45,0.23
Italy,Ravenna,Brisighella,Product_29,32.3,MAT_014,8,2.54,0.23
Italy,Ravenna,Brisighella,Product_29,32.3,MAT_029,7,2.55,0.23
Italy,Ravenna,Brisighella,Product_29,32.3,MAT_004,14,2.46,0.23
Italy,Ravenna,Brisighella,Product_29,32.3,MAT_018,13,2.42,0.23
Italy,Ravenna,Brisighella,Product_30,27.67,MAT_023,10,2.22,0.17
Italy,Ravenna,Brisighella,Product_30,27.67,MAT_040,16,2.13,0.17
Italy,Ravenna,Brisighella,Product_30,27.67,MAT_034,17,2.22,0.17
Italy,Ravenna,Brisighella,Product_30,27.67,MAT_045,11,2.2,0.17
Italy,Ravenna,Brisighella,Product_30,27.67,MAT_022,16,2.12,0.17
Italy,Ravenna,Brisighella,Product_30,27.67,MAT_017,14,2.2,0.17
Italy,Ravenna,Brisighella,Product_30,27.67,MAT_014,5,2.23,0.17
Italy,Ravenna,Brisighella,Product_31,85.33,MAT_037,20,5.02,0.5
Italy,Ravenna,Brisighella,Product_31,85.33,MAT_018,17,5.04,0.5
Italy,Ravenna,Brisighella,Product_31,85.33,MAT_043,15,5.08,0.5
Italy,Ravenna,Brisighella,Product_31,85.33,MAT_049,20,5.15,0.5
Italy,Ravenna,Brisighella,Product_31,85.33,MAT_005,17,5.13,0.5
Italy,Ravenna,Brisighella,Product_31,85.33,MAT_011,16,5.15,0.5
Italy,Ravenna,Brisighella,Product_31,85.33,MAT_038,7,4.93,0.49
Italy,Ravenna,Brisighella,Product_31,85.33,MAT_019,9,5.06,0.5
Italy,Ravenna,Brisighella,Product_32,91.94,MAT_048,15,8.47,0.82
Italy,Ravenna,Brisighella,Product_32,91.94,MAT_044,16,8.42,0.82
Italy,Ravenna,Brisighella,Product_32,91.94,MAT_025,6,8.73,0.82
Italy,Ravenna,Brisighella,Product_32,91.94,MAT_013,16,8.35,0.82
Italy,Ravenna,Brisighella,Product_32,91.94,MAT_043,6,8.37,0.82
Italy,Ravenna,Brisighella,Product_33,22.69,MAT_035,19,3.37,0.19
Italy,Ravenna,Brisighella,Product_33,22.69,MAT_038,2,3.25,0.19
Italy,Ravenna,Brisighella,Product_33,22.69,MAT_032,18,3.38,0.19
Italy,Ravenna,Brisighella,Product_33,22.69,MAT_044,8,3.42,0.19
Italy,Ravenna,Brisighella,Product_33,22.69,MAT_018,8,3.35,0.19
Italy,Ravenna,Brisighella,Product_34,93.79,MAT_013,3,8.13,0.53
Italy,Ravenna,Brisighella,Product_34,93.79,MAT_046,7,8.2,0.53
Italy,Ravenna,Brisighella,Product_34,93.79,MAT_016,3,8.33,0.53
Italy,Ravenna,Brisighella,Product_34,93.79,MAT_047,1,8.1,0.53
Italy,Ravenna,Brisighella,Product_34,93.79,MAT_040,13,8.37,0.53
Italy,Ravenna,Brisighella,Product_34,93.79,MAT_048,6,8.4,0.53
Italy,Ravenna,Brisighella,Product_34,93.79,MAT_033,5,8.17,0.53
Italy,Ravenna,Brisighella,Product_34,93.79,MAT_030,16,8.15,0.53
Italy,Ravenna,Brisighella,Product_35,52.92,MAT_004,16,5.95,0.53
Italy,Ravenna,Brisighella,Product_35,52.92,MAT_039,17,5.85,0.53
Italy,Ravenna,Brisighella,Product_35,52.92,MAT_044,18,6.17,0.53
Italy,Ravenna,Brisighella,Product_35,52.92,MAT_040,6,6.14,0.53
Italy,Ravenna,Brisighella,Product_35,52.92,MAT_005,4,6.09,0.53
Italy,Ravenna,Brisighella,Product_35,52.92,MAT_007,4,5.94,0.53
Italy,Ravenna,Brisighella,Product_35,52.92,MAT_026,2,6.02,0.53
Italy,Ravenna,Brisighella,Product_35,52.92,MAT_030,20,5.94,0.53
Italy,Ravenna,Brisighella,Product_36,55.72,MAT_040,13,2.92,0.17
Italy,Ravenna,Brisighella,Product_36,55.72,MAT_003,5,2.92,0.17
Italy,Ravenna,Brisighella,Product_36,55.72,MAT_033,14,2.91,0.17
Italy,Ravenna,Brisighella,Product_36,55.72,MAT_007,1,3.03,0.17
Italy,Ravenna,Brisighella,Product_36,55.72,MAT_023,18,3.01,0.17
Italy,Ravenna,Brisighella,Product_36,55.72,MAT_039,12,3.03,0.17
Italy,Ravenna,Brisighella,Product_36,55.72,MAT_037,2,2.92,0.17
Italy,Ravenna,Brisighella,Product_37,32.97,MAT_016,3,2.93,0.18
Italy,Ravenna,Brisighella,Product_37,32.97,MAT_024,20,2.93,0.18
Italy,Ravenna,Brisighella,Product_37,32.97,MAT_042,4,2.89,0.18
Italy,Ravenna,Brisighella,Product_37,32.97,MAT_022,8,2.92,0.18
Italy,Ravenna,Brisighella,Product_37,32.97,MAT_007,10,2.94,0.18
Italy,Ravenna,Brisighella,Product_38,85.96,MAT_045,20,6.01,0.57
Italy,Ravenna,Brisighella,Product_38,85.96,MAT_050,7,5.91,0.57
Italy,Ravenna,Brisighella,Product_38,85.96,MAT_033,16,5.7,0.57
Italy,Ravenna,Brisighella,Product_38,85.96,MAT_010,9,5.68,0.57
Italy,Ravenna,Brisighella,Product_38,85.96,MAT_048,7,5.77,0.57
Italy,Ravenna,Brisighella,Product_38,85.96,MAT_027,3,5.94,0.57
Italy,Ravenna,Brisighella,Product_38,85.96,MAT_006,7,5.82,0.57
Italy,Ravenna,Brisighella,Product_38,85.96,MAT_007,18,5.81,0.57
Italy,Ravenna,Brisighella,Product_39,26.58,MAT_046,15,1.25,0.09
Italy,Ravenna,Brisighella,Product_39,26.58,MAT_042,6,1.22,0.09
Italy,Ravenna,Brisighella,Product_39,26.58,MAT_050,14,1.25,0.09
Italy,Ravenna,Brisighella,Product_39,26.58,MAT_025,10,1.24,0.09
Italy,Ravenna,Brisighella,Product_39,26.58,MAT_035,8,1.27,0.09
Italy,Ravenna,Brisighella,Product_39,26.58,MAT_027,9,1.26,0.09
Italy,Ravenna,Brisighella,Product_39,26.58,MAT_012,19,1.28,0.09
Italy,Ravenna,Brisighella,Product_39,26.58,MAT_002,18,1.29,0.09
Italy,Ravenna,Brisighella,Product_40,46.15,MAT_012,7,4.84,0.42
Italy,Ravenna,Brisighella,Product_40,46.15,MAT_032,19,4.85,0.42
Italy,Ravenna,Brisighella,Product_40,46.15,MAT_031,15,4.92,0.42
Italy,Ravenna,Brisighella,Product_40,46.15,MAT_040,12,4.81,0.42
Italy,Ravenna,Brisighella,Product_40,46.15,MAT_043,3,4.94,0.42
Italy,Ravenna,Brisighella,Product_40,46.15,MAT_003,18,4.77,0.42
Italy,Ravenna,Brisighella,Product_41,58.4,MAT_047,15,8.94,0.83
Italy,Ravenna,Brisighella,Product_41,58.4,MAT_046,17,8.91,0.83
Italy,Ravenna,Brisighella,Product_41,58.4,MAT_045,8,8.8,0.83
Italy,Ravenna,Brisighella,Product_41,58.4,MAT_029,14,8.9,0.83
Italy,Ravenna,Brisighella,Product_41,58.4,MAT_040,19,9.17,0.83
Italy,Ravenna,Brisighella,Product_42,69.06,MAT_005,14,5.18,0.44
Italy,Ravenna,Brisighella,Product_42,69.06,MAT_007,9,5.33,0.44
Italy,Ravenna,Brisighella,Product_42,69.06,MAT_041,11,5.39,0.44
Italy,Ravenna,Brisighella,Product_42,69.06,MAT_049,7,5.22,0.44
Italy,Ravenna,Brisighella,Product_42,69.06,MAT_028,2,5.18,0.44
Italy,Ravenna,Brisighella,Product_42,69.06,MAT_025,13,5.21,0.44
Italy,Ravenna,Brisighella,Product_43,95.37,MAT_037,7,11.11,0.6
Italy,Ravenna,Brisighella,Product_43,95.37,MAT_007,14,10.89,0.6
Italy,Ravenna,Brisighella,Product_43,95.37,MAT_024,6,10.93,0.6
Italy,Ravenna,Brisighella,Product_43,95.37,MAT_045,14,11.15,0.6
Italy,Ravenna,Brisighella,Product_43,95.37,MAT_038,11,10.95,0.6
Italy,Ravenna,Brisighella,Product_43,95.37,MAT_041,8,10.78,0.6
Italy,Ravenna,Brisighella,Product_43,95.37,MAT_042,7,10.71,0.6
Italy,Ravenna,Brisighella,Product_43,95.37,MAT_018,5,11.3,0.6
Italy,Ravenna,Brisighella,Product_44,58.95,MAT_039,18,6.35,0.35
Italy,Ravenna,Brisighella,Product_44,58.95,MAT_008,10,6.44,0.35
Italy,Ravenna,Brisighella,Product_44,58.95,MAT_024,18,6.35,0.35
Italy,Ravenna,Brisighella,Product_44,58.95,MAT_012,16,6.5,0.35
Italy,Ravenna,Brisighella,Product_44,58.95,MAT_028,20,6.42,0.35
Italy,Ravenna,Brisighella,Product_44,58.95,MAT_003,14,6.33,0.35
Italy,Ravenna,Brisighella,Product_44,58.95,MAT_002,3,6.54,0.35
Italy,Ravenna,Brisighella,Product_44,58.95,MAT_011,14,6.58,0.35
Italy,Ravenna,Brisighella,Product_45,99.16,MAT_014,16,12.03,0.81
